no.,bib,short title,author,auth_dates,date,008,edition,city,publisher,printer,extent,format,ills,bibliog,collection,long title,full tp,half tp,running title,notes,note text,para_count,paratype,paratext,epigraphs,prim_narr,sec_narr,narr_notes,subscribers,inscriptions,ins names,marginalia,marg_type,translation_claim,auth_claims,auth_text,claim_types,advertisements,works,nouns,adj,adv,names,verbs,objects,holding_institution,cataloger,record date,cat_institution,reviewer
97,99869113503681,"The Italian, or, The confessional of the black penitents.","Radcliffe, Ann Ward,",1764-1823.,1797.,1797,,London,Printed for T. Cadell Jun. and W. Davies (successors to Mr. Cadell) in the Strand.,,3 v. ;,Duodecimo,,ESTC (RLIN); T62064,,"The Italian, or The confessional of the black penitents. A romance. By Ann Radcliffe, author of the Mysteries of Udolpho, &c. &c. In three volumes. Vol. I.",True,False, ,3,"Advertisements on 24 p. at end of vol. 3; v.1 title page is missing the ""The"" from ""The Italian"".; All three volumes have bookplate in front paste-down endpaper, transcription: ""The Edwin Forrest Home. Philadephia, Pa. Section 14 Shelf 3""",1,Preface,"Preface; The Italian, of the confessional of black penitents.; Front; v.1; Transcription of first sentence: ""About the year 1764, some English travellers in Italy, during one of their excursions in the environs of Naples, happened to stop before the portico of the Santa Maria del Pianto, a church belonging to a very ancient convent of the order of the Black Penitents.""","a: He, wrapt in clouds of mystery and silence,--- Broods o'er his passions, bodies them in deeds,--- And sends them forth on wings of Fate to others:--- Like the invisible will, that guides us,--- Unheard, unknown, unsearchable!; b: The Italian, or the confessional of the black penitents.; c: Ann Radcliffe; v: v.1; v: v.2; v: v.3",Third-person,,,,1,[Mr.?] Campbell,False, ,,Author(text); Author(text),False, ,Mixed Genre,Mysteries of Udolpho,Italian; Confessional; Penitent; Author; Romance; Volume,Black; Three,,Ann Radcliffe,,,University of Pennsylvania,IC,7/23/18,University of Pennsylvania,DPL
98,999924323503681,"Camilla: or, A picture of youth. /","Burney, Fanny,",1752-1840.,1797,1797,,Philadelphia,"Printed by Ormrod & Conrad, Chesnut-Street.",,3 v. ;,Duodecimo,,Evans; 31746,,"Camilla or, a picture of youth. By the authoress of Evelina and Cecilia. Five volumes in three. Vol. II.",True,False,Camilla.,6,"Title pages in v.1 and v.3 missing.; The novel's original five volumes have been condenced into three with dubious organization: for instance, Book IV should be part of the original v.2 but here is split between v.1 and v.2.; Attributed to Burney in the Dictionary of national biography.; Signatures: v. 1, A6(A1 + A*1) B-U6 V6 W6 X-2B6 2C1; v. 2, A4 (A1 + A*1) B-U6 V6 W6 X-2C6 2D2 (2D2 verso blank); v. 3, pi2 (pi1 + A*1) A-2F6 2G2 (pi2 blank).; Vol. 1: [2], 326 p.; v. 2: [2], 335, [1] p.; v. 3: [6], 352 p.; Error in paging: v. 3, p. 331 misnumbered 133.",3,Table of contents,Table of contents; Contents of the first volume.; Front; v.1| Table of contents; Contents of the second volume.; Front; v.2| Table of contents; Contents of the third volume.; Front; v.3,,Third-person,Letters,,,2,Eliza Paul's; James Paul's,True,Words; Drawings,,Author (text),True,Reference to other works,,Evelina; Cecilia,Picture; Youth; Authoress,,,Camilla,,,University of Pennsylvania,OF,7/23/18,Carnegie Mellon University,IC
99,991061593503681,The beggar girl and her benefactors:,"Bennett,",-1808,M.DCC.XCVII.,1797,,London,"Printed for William Lane, at the Minerva-Press, Leadenhall-Street.",,7 v.,Duodecimo,,"Blakey, D. Minerva Press; p. 180",,"The beggar girl and her benefactors. In seven volumes. By Mrs. Bennett, author of Welch Heiress, Juvenile Indiscretions, Agnes De-Courci, and Ellen Countess of Castle Howell. Vol. I.",True,False,The beggar girl.,2,"Sticker on verso of front free endpaper: ""Bound by C. Kalthoeber, London.""; Every chapter begins with an epigraph.",8,"Dedication, Table of contents","Dedication; To Her Royal Highness the Duchess of York; Front; v.1; Begins: ""Madam, in presuming to inscribe a production so humble as the Beggar and her Benefactors to your Royal Highness, I am anxious to prove myself not actuated either by vanity or self-interest""; Signed: ""I have the honour to remain, Madam, Your Royal Highness's most respectful and devoted servant, The author.""| Table of contents; Contents.; Front; v.1| Table of contents; Contents.; Front; v.2| Table of contents; Contents.; Front; v.3| Table of contents; Contents.; Front; v.4| Table of contents; Contents.; Front; v.5| Table of contents; Contents.; Front; v.6| Table of contents; Contents.; Front; v.7","1: A poem, a drama, a novel, which represents virtue in lively colours, models the reader on the virtuous characters, who act without his perceiving it; they become interesting, and the author inculcates morality without seeming to mention it.; 2: Le Mercier.; b: The Nightcap; c: Louis-Sébastien Mercier",Third-person,,,,0,,False, ,,Author (text); Author (paratext),True,Proper name,,Welch Heiress; Juvenile Indiscretions; Agnes De-Courci; Ellen Countess of Castle Howell,Mrs.; Author; Volume; Beggar; Girl; Benefactor,Seven,,Mrs. Bennett,,,University of Pennsylvania,AS,7/25/18,University of Pennsylvania,SH
100,991076403503681,"Hermsprong, or, Man as he is not :","Bage, Robert,",1728-1801.,1796,1796,,London,"Printed for William Lane, at the Minerva Press, Leadenhall-street",,3 v. ;,Duodecimo,,ESTC (RLIN); N17626,,"Hermsprong; or, Man as he is not.",True,True,Hermsprong.,4,"Published also under title: Man as he is not, or, Hermsprong.; The ""author of Man as he is"" is Robert Bage.; Vol. 1: [2], 244, [4] p.; v. 2: [2], 242, [2] p.; v. 3: [2], 268 p.; Advertisements: p. [1]-[4] at end of v. l and last leaf of v. 2.",0,,,"a: ---Nescis, insane, nescis, quantas vires virtus habeat. Quam illa ardentes amores exictaret sui, si videretur. ---Maxima autem culpa in eo est, qui, et veritatem aspernatur et in fraudem obsequio impellitur. ---Assentatio vitiorum adjutrix, procul amoveatur; quae, non modo amico, sed ne libero quidem digna est.; d: ""You do not know, like a madman, you do not know, How many are the powers of the power of the wife. While she loves being on fire, exictaret of his own, if he thought. Moreover, the greatest fault lies in this, that, and it spurns the truth, and the injury of the complaisance to ruin. Let flattery the handmaid of vices, be far removed; that is, it is not only of a friend, but even of a free, indeed, it is worth.""; v: v.1; v: v.2; v: v.3; x: Translation source: Google Translate",First-person,,,,0,,True,Words; Words; Numbers; Words; Words,,Author (text),True,Reference to other works,Fiction; Fiction; Fiction,Man as he is,Man; Novel; Volume,Three,,Hermsprong,Be,,University of Pennsylvania,OF,7/19/18,Carnegie Mellon University,DPL
101,9912893833503681,"The letters of Charlotte, during her connexion with Werter.","James, William.",,1797,1797,,New York,"Printed by William A. Davis, for E. Duyckinck & Co. T. Allen, T. & J. Swords, T. Greenleaf, and J. Tiebout.",Printed by William A. Davis,"2 volumes (xii, [1], 14-240 pages, [1] leaf of plates) :",Duodecimo,,ESTC; W20676,,The letters of Charlotte.,True,True, ,9,"Written in imitation of Goethe's Sorrows of Werter, and intended to counter the dangerous ideas of that work. Attributed to William James on the basis of a letter, now part of the Speck Collection of Goetheana at Yale University, from James to the London publisher Cadell.; Three variants with different publishers' names on title pages are known.; Authorship according to Evans and Bristol.; Originally published London, 1786.; Two volumes in one with continuous paging, but separate signatures.; Signatures: v.1: A-K⁶ (K6 blank)  v.2: A-K⁶.; The third leaf of each gathering is signed as ""A2"", ""B2"" etc.; leaf B3 of v.1 signed as ""C2.""; Volume 1 includes p. [i]-xii, [13]-120; v.2 includes p. [121]-240.; Transcription of title of poem on front paste-down endpaper: ""Sorrows of Werter By Thackeray""",3,"Footnotes, Preface","Preface; The Editor's Preface.; Front; v.1; Transcription of first sentence: ""I am happy that in presenting the following letters to the public, I am not exhibiting scenes, or communicating opinions, that can wound delicacy, or pervert sentiment.""| Footnotes; Front; v.1; On pages: vii-ix, 13, 34, 38, 41, 44, 48, 58, 65, 68, 74, 78, 88, 109.| Footnotes; Front; v.2; On pages: 137, 153, 164, 167, 169, 176, 178, 188, 192, 222.","a: Grazia sola di su ne vaglia, inanti ---Che piu'l desio d'amore al cor s'invecchi.; c: John Milton; d: May favour only from above, secure us before that the passion of love becomes inveterate in the heart.; x: Translation from Google Books copy of ""An Introduction to the Italian Language: Containing Specimens Both of Prose and Verse"" by Giuseppe Baretti.",Epistolary,First-person,,,0,,True,Words; Reader markings; Words; Words; Words,,Author (paratext); Editor (text),False, ,,,Connexion,,,Charlotte; Werter,,Letters,University of Pennsylvania,IC,7/24/18,University of Pennsylvania,SH
102,9916149933503681,"Edward Barnard, or, Merit exalted :","Pilkington,",1766-1839.,1797,1797,[1st ed.],London,"Printed for E. Newbery, at the corner of St. Paul's Church-Yard.",,"167 p., [1] leaf of plates :",Duodecimo,Ill. (frontispiece),"Roscoe. John Newbery and his successors,; J283.",,Merit exalted,True,False,"Edward Barnard; or, Merit exalted.",3,"Signatures: B-H¹².; M.S. Pilkington is perhaps a misprint for Mrs. Pilkington. Cf. Roscoe.; Engraved frontispiece dated April 29, 1797.",1,Introduction,"Introduction; An introductory chapter.; Front; Transcription of first sentence: ""Mr. Edward Edgerton was the youngest son of a Baronet, whose long sucession of ancestors had added dignity to the title which they bore.""",,Third-person,,,,1,Frances Amler 1797,False, ,,Author (text),True,Proper Name,,,Merit; History; Family,Exalted,,Edward Barnard; M. S. Pilkington; Edgerton,Contain,,University of Pennsylvania,IC,7/23/18,University of Pennsylvania,SH
103,9916423773503681,"The history of Vanillo Gonzalez, surnamed the merry batchelor :","Le Sage, Alain René,",1668-1747.,1797,1797,,London,"Printed for G.G. and J. Robinson, Pater-Noster Row.",,2 v. ;,Octavo,,ESTC (RLIN); T120779,,"The history of Vanillo Gonzales; or, The merry batchelor. Volume the first.",True,True,The history of Vanillo Gonzales.,2,"Translation of: Histoire d'Estainville Gonzalez, surnommé le garçon de bonne humeur.; Half title: The history of Vanillo Gonzalez, or, The merry batchelor.",5,"Errata, Footnotes, Preface, Table of Contents, Table of contents","Preface; Preface.; Front; v.1; Transcription of first sentence: ""The two translations of those highly celebrated and popular novels, Gil Bas, and Le Diable Boiteux, have rendered the extraordinary merits of Le Sage, as a novel writer, so well known and respected throughout Great Britain that, in order to recommend the following History to the favourable attention of the Public, it is only necessary to announce, that the original from whence it is drawn is the undoubted production of that ingenious and entertaining Author.""| Table of contents; The contents of the first volume.; Front; v.1| Footnotes; Middle; v.1; Footnotes on p.5| Errata; Errata.; Back; v.1| Table of Contents; The contents of the second volume.; Front; v.2","a: ""Mores Hominum Multorum Vidit Et Urbes."" ""He Many Men and Many Manners Saw.""; x: Translation provided in the epigraph.",First-person,,,,0,,False, ,Translation,Author(text),False, ,,Gil Bas; The Devil Upon Crutches,History; Batchelor; Author; Volume,Merry; First; French; Celebrated,,Vanillo Gonzales; Alain-Rene Le Sage,Surname,,University of Pennsylvania,IC,7/26/18,University of Pennsylvania,SH
104,9917223963503681,"Infidelity, or, The victims of sentiment :","Relf, Samuel,",1776-1823.,1797.,1797,,Philadelphia,"Printed by W.W. Woodward, No. 17, Chestnut-Street.",Printed by W.W. Woodward,"190, [2] p. ;",Duodecimo,,ESTC (RLIN); W12993,,"Infidelity, or the Victims of Sentiments. A Novel, in a Series of Letters.",True,False,The Victims of (verso); Sentiment. (recto),5,"Dedication to Ann Louisa Bingham signed by Relf.; Signatures: [A]  B-Q .; List of subscribers' names, p. 5-10.; Errata on leaf Q6.; On the verso of the title page, transcription: [Entered According to Law.]",3,"Advertisement, Dedication, Errata","Dedication; To Miss Ann Louisa Bingham; Front; Transcription of first sentence: To Miss Ann Louisa Bingham, the following youthful effusion, is humbly inscribed, as an acknowledgement for the distinguished candor with which it was perused, and the politeness with which she condescended to sanction its appearance in the world, by her most devoted, and very humble servant, Samuel Relf.| Advertisement; Advertisement.; Front; Transcription of first sentence: In order to rescue the following production from the imputation of arrogance or presumption, the Author begs leave to inform his readers, the generality of whom, he anticipates, will be of ""the mild, the soft and gentle formed of soul,"" that it was originally undertaken, not with the view of forming a condensed volume for publication, but merely to fill occassionally a column in some miscellaneous paper.| Errata; Errata.; Front","a: ""-'Tis not a sin to love.""; 2: Young",Epistolary,First-Person,,"Mr. Ashton Alexander, M.D. Baltimore, 2 copies., William Ashton, South Carolina., Mrs. Charlotte Allcorn., Mary Adgate., Mr. Samuel Anderson, jun., Hector Aitjen., Allen.; The list is long and I only recorded first few.",0,,False, ,,Author (paratext),False, ,,,Infidelity; Victim; Novel; Sentiment; Series,,,,,Letters,University of Pennsylvania,IC,7/27/18,University of Pennsylvania,AS
105,9917223963503681,"Infidelity, or, The victims of sentiment :","Relf, Samuel,",1776-1823.,1797.,1797,,Philadelphia :,"Printed by W.W. Woodward ...,",,"190, [2] p. ;",Duodecimo,,ESTC (RLIN); W12993,,"Infidelity, or the victims of sentiment. A novel, in a series of letters.",True,False,The victims of sentiment.,5,"Dedication to Ann Louisa Bingham signed by Relf.; Crossed out inscription on title page.; Signatures: [A]  B-Q .; List of subscribers' names, p. 5-10.; Errata on leaf Q6.",2,"Advertisement, Dedication","Advertisement; Advertisement.; Front; Begins: ""In order to rescue the following production from the imputation of arrogance or presumption, the author begs leave to informhis readers the generality of whom, he anticipate, will be of ""the mild, the soft and gentle formed of soul,"" that it was originally undertaken, not with the view of forming a condensed volume for publication, but merely to fill occasionally a column in some miscellaneous paper.""| Dedication; To Miss Louisa Ann Bingham.; Front; ""To Miss Louisa Ann Bignham, the following youthful effusion, is humbly inscribed, as an acknowledgement for tge distinguished candor with which it was perused, and the politeness with which she condescended to sanction its appearance in the world, by her most devoted and very humble servant, Samuel Relf.""","a: ""'Tis not a sin to love.""; 2: Young",Epistolary,,,"Mr. Ashton Alexander, M.D.; William Allston; Mrs, Charlotte Allcorn; Mary Adgate; Mr. Samuel Anderson; Hector Aitken; ------ Allen; Miss Ann Louis Bingham; Maria M. Bingham; Maria Bennet; Miss Mary S. Barclay, jun; Rebecca Bridge; Mr. Robert Bines; George Beaven; Robert Barber; Six pages of subscribers' names",8,"""Sarah Sarzedas""; ""Sarah Sarzedas""; ""Anna""; ""Sarah Sarzedas her book""; ""Sarah Sarzedas her book""; ""S. Sarzedas""; ""Sarah Sarzedas 1806""; ""S. Sarzedas (inllegible name) """,False, ,,Author (paratext),False, ,,,Infidelity; Victim; Sentiment; Novel; Serie,,,,,Letter,University of Pennsylvania,DPL,7/27/18,University of Pennsylvania,IC
106,9918181733503681,"Alexis, or, The cottage in the woods :","Ducray-Duminil,",1761-1819.,1797,1797,The second American edition,Printed at Newburyport [Mass.] :,"Printed at Newburyport, by W. Barrett, for Thomas and Andrews. Sold at their bookstore, No. 45; Newbury street, Boston; by said Thomas in Worcester; by Thomas, Andrews & Penniman, Albany, and by Thomas, Andrews & Penniman, Albany; and by Thomas, Andrews & Butler, Baltimore.",,"iv, 269 p. ;",Duodecimo,,Evans; 32063,,"Alexis or, the cottage in the woods. A novel. From the french. The manuscripts found on the banks of the Isere. The second American edition.",False,False, ,2,"Attributed to François Guillaume Ducray-Duminil in: Biographie nouvelle des contemporains, Paris, 1827.; Signatures: pi  A-Y  Z  (Z3 verso, Z4 blank).",1,Table of contents,Table of contents; Contents.; Front; Located on pgs. iii-iv,,Third-person,,,,3,Mary Bayard Johnston; Mary Bayard Johnston; Mary Bayard Johnston,False, ,Translation,,False, ,,,Cottage; Woods; French; Edition; American; Manuscript; Bank,Second,Isere,Alexis,Found,,,OF,7/27/18,Carnegie Mellon University,DPL
107,9927474683503681,"Percy, or, The friends :",,,1797,1797,,Salisbury,"Printed and sold by J. Easton; Sold also by G. and T. Wilkie, No. 57, Pater-Noster-Row, London.",Printed and sold by J. Easton,2 v. ;,Duodecimo,,ESTC (RLIN); T67641,,Percy,True,False,Percy.,2,Printed on blue paper.; Book Summary Slip included.,3,"Dedication, Errata, Preface","Dedication; To The Right Honourable the Countess of Oxford; Front; Transcription of first sentence: My dear Madam, the friendship and confidence which has ever subsisted between us, suggested to me the idea of addressing to your Ladyship the following sheets.; Signed: Your Ladyship's very faithful, and most obedient servant, the author.| Preface; Front; Transcription of first sentence: It is humbly hoped by the Author of these lines that an indulgent public will not be ""severe to mark what is amiss.""| Errata; Errata.; Back","a: ""What is nothing earthly gives, or can destroy,--- The foul's calm sun-shine, and the heart-felt joy,--- Is virtue's prize.""; 1: Essay on Man; 2: Pope; b: Essay on Man; c: Alexander Pope",Third-Person,,,,1,[illegible] 1815,False, ,,Author (paratext); Author (text),True,Generic/Descriptive,,,Friend; Novel,,,Percy,,,University of Pennsylvania,f,2000/07/11,,
108,9938665243503681,The Village orphan;,,,[1797?],1797,,London,"Printed by C. Whittingham, for Longman and Rees, Paternoster Row.",,140 p.:,Duodecimo,ill.;,Osborne Coll.; p. 316,,"The village orphan; a tale for youth. To which is added, the basket-maker, an original fragment. Ornamented with vignettes on wood.",False,False,The village orphan.,7,"Paper watermarked 1797 -- ESTC.; Date attributed by ESTC, however, the Whittingham ledgers marc:record that the work was run off the press in late 1798 or early 1799 -- Cf. Warren.; Whittingham's ""first example of a book illustrated with wood-cuts was 'Pity's gift' printed in 1798, followed by two companion volumes, 'The village orphan' and 'The basket maker'."" - Dict. nat. biog.; Woodcuts: title vignette, illustrations, tail-pieces.; Illustrations have erroneously been attributed to John Bewick; cf. Hugo, T. Bewick, Suppl. p. 322.; Book plate on front pastedown endpaper with an emblem: ""T: Scott.""; Engraving on title page and at the head of each chapter.",1,Advertisement,"Advertisement; Advertisement.; Front; Transcription: ""This simple tale is intended to cherish in the minds of youth, those natural principles of rectitude and benevolence, which powerfully tend to promote the best interests of society, rather by the influence of example arising from a natural unartificial development of incidents, which every day occur in the ordinary walks of human life, than by that of precept, or a studied display of those artificial characters in high life, who move in a sphere far beyond the reach of the ordinary classes of men.""",,Third-person,,,,0,,False, ,,,False, ,,,Village; Orphan; Tale; Youth; Basket-maker; Vignette; Wood,,,,Add; Ornament,,University of Pennsylvania,AS,7/26/18,University of Pennsylvania,OF
109,9948142603503681,"Obedience rewarded, and prejudice conquered, or, The history of Mortimer Lascells :","Pilkington,",1766-1839.,1797.,1797,,London,"Printed for Vernor & Hood, No. 31, Poultry; and E. Newbery, Corner of St. Paul's Church-Yard.",,"[4], 206, [6] p., [1] leaf of plates :",Duodecimo,ill. ;,"Block, A. Engl. novel,; p. 185",,History of Mortimer Lascells,True,True, ,2,Engraved frontispiece.; Advertisements on p. [1]-[6] at end.,0,,,,Third-person,,,,1,A Gift of Mr. Wheeler,True,Numbers; Words; Reader Markigs; Reader Markigs,,Author (text),True,Proper Name,Mixed Genre,,Obedience; Prejudice; History; Instruction; Amusement; People,Young,,Mortimer Lascells; Mrs. Pilkington,Written; Rewarded; Conquered,,University of Pennsylvania,IC,7/26/18,University of Pennsylvania,DPL
110,9948142653503681,Disobedience:,"Jacson, Frances,",1754-1842.,1797,1797,,London,"Printed for William Lane, at the Minerva-Press, Leadenhall-Street.",,4v. ;,Duodecimo,,"Blakey,; p.180",,Disobedience. In four volumes.,True,True,Disobedience.,1,The author of Plain sense is Frances Jacson.,0,,,"a: Unlimited obedience is due only to the Universal Father of Heaven and Earth. My parents may be mad or foolish; ay be wicked and malicious; may be erroneously religious, or absurdly scrupulous. I am not bound to mandates, either positive or negative, which either religion condemns, or reason rejects. When I suffer for my own crimes; when I may be sued for my own debts, I may judge, by a parity of reason, of my own happiness. The Parent's moral right can arise only from his kindness, and his civil right only from his money.; 1: Letters to Mrs. Thrale; 2: Johnson; b: Letters to Hester Thrale; c: Samuel Johnson",Third-person,,,,0,,True,Numbers,,Author (text),True,Reference to other works,Fiction; Fiction; Fiction; Fiction,Plain sense,Disobedience; Novel; Volume; Author,Four,,,,,University of Pennsylvania,SH,7/26/18,Swarthmore College,AS
111,99544163503681,The young philosopher :,"Smith, Charlotte Turner,",1749-1806.,1798,1798,,London,"Printed por [sic] T. Cadell, Jun. and W. Davies, in the Strand.",,4 v. ;,Duodecimo,,ESTC (RLIN); T71900,,The Young Philosopher: A Novel. In Four Volumes. By Charlotte Smith. Vol. I.,True,False,The Young Philosopher.,1,Signatures : A4B-M12N6 (v. 1); pi1 B-R12 S8 (v. 2); pi1 B-M12N10 (v. 3); pi1 B-R12 S8 (v. 4).,5,"Footnotes, Preface","Preface; Preface.; Front; v.1; Transcription of first sentence: It is, I believe, in a work written by Mrs. Sarah Fielding, and now out of print, called ""The Art of Tormenting,"" that I have read the following fable: ""A society of animals were once disputing on various modes of suffering and of death; many offered their opinions, but it was at length agreed that the sheep, as the most frequent victim, could give the best account of the agonies inflicted by the teeth and claws of beast of prey.""; Signed: Charlotte Smith.; Date: London, June 6th, 1798.| Footnotes; Middle; v.1; Footnotes on pages: 88-89, 90-91, 146.| Footnotes; Middle; v.2; Footnotes on pages: 89, 94, 103, 107, 108, 110, 113, 114, 143, 147, 151, 152, 161, 164, 165, 166, 167, 175.| Footnotes; Middle; v.3; Footnotes on pages: 11, 32, 46, 47, 49, 52, 86, 126, 137, 250, 251.| Footnotes; Middle; v.4; Footnotes on pages: 6, 59, 87, 145, 365.","a: Of man, when warm'd by Reason's purest ray,--- No slave of Avarice, no tool of Pride;--- When no vain science led his mind astray,--- but nature was his law, and God his guide.",Third-person,,,,0,,False, ,,Author (text); Author (paratext),True,Proper name,,,Philosopher,Young,,Charlotte Smith,,,University of Pennsylvania,IC,7/30/18,University of Pennsylvania,OF
112,99544823503681,Wieland;,"Brown, Charles Brockden,",1771-1810.,1798,1798,,New York,"Printed by T. & J. Swords, for H. Caritat.","Printed by T. & J. Swords, for H. Caritat.","[4], 298 p. ;",Duodecimo,,ESTC (RLIN); W8124,,Wieland; or The transformation. An American tale. Copy-right secured.,True,False,Wieland.,1,"""Advertisement"" signed: C.B.B.",1,Advertisment,"Advertisment; Advertisement.; Front; Transcription of first sentence: ""The following work is delivered to the world as the first of a series of performances, which the favorable reception of this will induce the writer to publish""; Signed: ""C. B. B.""; Dated: ""September 3, 1798.""",a: From virtue's blissful paths away--- the double-tongued are sure to stray--- good is a forth-right journey still--- and mazy paths but lead to ill.,First-person,,,,1,George Bradish Nov. 20th 1815,False, ,,Author (paratext),False, ,,,Transformation; Tale; Copy-right,American,,Wieland,Secure,,University of Pennsylvania,IC,7/26/18,University of Pennsylvania,SH
113,99544943503681,"Amelia; or, The faithless Briton.",,,1798,1798,,Boston,"Printed for and sold by W. Spotswood, and C. P. Wayne.",,"[2], 61, [1], 22 p., [1] leaf of plates :",Duodecimo,ill. ;,Evans; 33290,,"Amelia; or, The faithless Briton. An original American novel. Founded upon recent facts. To which is added, Amelia, or Malevolence defeated; and, Miss Seward's Monody on Major Andre.",True,False,"Amelia, or The faithless Briton",0,,2,"Copyright statement, Footnotes","Copyright statement; Front; Reads: ""Copy right secured, agreeably to law.""| Footnotes; Middle; Located on pgs. 3, 4, 5, 6, 8, 10, 11, 13, 14, 15 of Monody on Major Andre.",,Third-person,,Poems,,2,[Illegible/Faded]; [Illegible/Faded],False, ,,Author (text); Author (text),True,Proper name; Proper name,,,Baron; Novel; Fact; Malevolence; Miss; Monody; Major; Edition,Faithless; Original; American; Recent; Fourth,,Amelia; Miss Seward; Andre,Found; Add; Defeat,,University of Pennsylvania,SH,Swarthmore College,7/31/18,IC
114,99544973503681,"Letters of Madame Du Montier,","Leprince de Beaumont,",1711-1780.,1798,1798,Second Edition.,London,"Printed for James Wallis, No. 16, Ivy Lane, Paternoster-Row.",,3 v. ;,Duodecimo,,ESTC (RLIN); N18926,,"Letters of Madame Du Montier, collected by Madame Le Prince Le Beaumont. Translated from the French by Miss Newman. Second edition. In three volumes. Volume I.",True,False, ,7,"An epistolary novel.; Translation of: Lettres de Madame Du Montier à la marquise de ***, avec les réponses.; Translated by Sarah Newman.; List of subscriber's: v. 1, p. [xiii]-xx at beginning.; Original first pub. under title: Lettres de Mme du Montier à la Marquise de ***, sa fille avec ses réponses, Lyon, 1756. Often ascribed to Mme Marie Le Prince de Beaumont, who, according to Quérard, ""n'a que retouché le style et termine le roman.""; Bookplate, transcription: ""Willm. Timson""; Book slip between p.38 and p.39, reads: ""p. 39 = letter VII""",5,"Dedication, Footnotes, Other, Preface","Dedication; Dedication. To Her Royal Highness the Duchess of York.; Front; v.1; Begins: ""Madam, flattered and encouraged by the patronage with which you have condescended to honour me, I venture to present my work to your acceptance, and to aim at expressing my grateful sense of your goodness in premitting me to inscribe it to you."" Signed: ""Most devoted and most obedient humble servant, S. H."" Date: ""Harley Street, March, 1797.""| Preface; Preface.; Front; v.1; Begins: ""In committing my labours to the world, and subjecting them to the awful eye of public scrutiny, I cannot help experiencing alternately the various sensations of hope, fear, dismay and uncertainty;""| Other; Argument.; Front; v.1; Book summary, begins: ""Mademoiselle du Montier, the eldest of twelve children, was of a very ancient family, but whose wealth had been diminished by various misfortunes.""| Footnotes; Middle; v.1; Footnotes on pages: 39, 100.| Footnotes; Middle; v.2; Located on pgs. 55, 242.",,Epistolary,,,"Miss Archdeacon, Edinburgh; Capt. Steven Atkinson; Mrs. John Atkinson; Miss Baldwin, 3 copies; Doctor Bancroft; Miss Bancroft; Miss Julia Bancroft; Richard Barker, Esq.; Mrs. Barker, 2 copies;; v.1; Only first page is recorded here.",0,,False, ,Translation,Author (text); Translator (text); Author (paratext),True,Proper name,,,French; Edition; Madame; Miss; Volume,Second; Three,,Madame Du Montier; Madame Le Prince Le Beaumont; Miss Newman,Collect; Translate,,University of Pennsylvania,IC,8/1/18,University of Pennsylvania,SH
115,99551923503681,Deloraine :,"Martin,",,1798,1798,,London,"Printed at the Minerva-Press, for William Lane, Leadenhall-Street.",,2 v. ;,Duodecimo,,"Blakey, D. Minerva Press; p. 184",,Deloraine. A domestic tale.,True,True,Deloraine.,2,"Published anonymously.  Attributed to Mrs. Martin.  Cf. Blakey, D. Minerva Press.; Pref. to v. 2 signed: Helen of Herefordshire.",2,"Preface, Table of contents","Preface; Preface.; Front; v.2; First sentence: ""I cannot plead, as an excuse for laying the following tale before the public, the powerful solicitations of my friends; or their unanimous opinion that it wold be highly blameable to conceal so admirable a work in my own bureau."" Signed: ""Helen of Herefordshire.""| Table of contents; Contents.; Front; v.2; Contents for v.1 and v.2","a: Oh serpent heart, hid with a flowery face, ---Did ever dragon keep so fair a cave? ---Beautiful tyrant, fiend angelical! ---.......... ---Just so opposite to what thou justly seem'st.; 3: Shakespeare.; b: Romeo and Juliet; c: William Shakespeare", , , ,,2,Elizabeth Ann Bradford; Elizabeth Ann Bradford,True,Drawings,,,False, ,,,Tale; Volume,Domestic; Two,,Deloraine,,,University of Pennsylvania,SH,8/3/18,Swarthmore College,AS
